,Entry_No,Source,DNA_UNIQUE_ID,DNA_Designation,DNA_Accno_source,IRGC_Number,DNA_VARNAME_source,DNA_Othername_source,ORI_COUNTRY,Unnamed: 8,Genetic_Stock_Accno,Genetic_stock_Designation(varname),total seq count,passed qc seq count,depth,Variety Group (Tree)1,acc_date,acc_id_seed_donor_number,acc_id_seq_num,alkali_tolerance,altitude,apiculus_color,apiculus_color_post_harv,auricle_color,awn_color,awn_presence,bacterial_blight,basal_color,blade_color,blade_pub,blast,cold_tolerance,collar_color,collection_number,culm_angle,culm_diam,culm_length,culm_num,culm_strength,cultural_type,days_to_flower,days_to_head,days_to_mat,days_to_maturity,district,donor_country,drought_1,drought_2,drought_3,drought_4,drought_5,drought_6,drought_7,drought_8,drought_9,elogation,endosperm_color,endosperm_type,fao_in_trust,flag_leaf_angle,flat_leaf_angle,flood_tolerance,grain_len,grain_wid,internode_color,latitude,leaf_angle,leaf_length,leaf_senescence,leaf_texture,leaf_width,lemma_and_palea_color,lemma_and_palea_pub,lemma_color,lemma_color_at_anthesis,ligule_color,ligule_shape,lingule_pub,longitude,multilateral_system,node_color,panicle,panicle_axis,panicle_exerion,panicle_shattering,panicle_thesability,pedigree,previous_name,province,rice_blast,salt_tolerance,seat_coat_color,secondary_branching,seed_coat_color,seedling_height,sheath_blight,source_country,special_traits,species_name,spikelet_fertility,status,stigma_color,subpopulation,town,tungro_virus,varietal_group,variety_group_from_morph,variety_name,village,zinc_def_1
647,1739,IRRI,IRIS 313-10673,ARC 10843::IRGC 12653-1,IRGC 12653,12653.0,ARC 10843,,INDIA,India,IRGC 127130,ARC 10843::IRGC 12653-1,,,,Aus/boro,7/30/1970,ARC 10843,1.0,5,,X,X,Light green,081,010,Moderately resistant,Green,Green,Pubescent,Susceptible,5,Green,,Intermediate (3),1,1,69,5,,X,,99,99,East Khasi Hills,INDIA,4,2,1,4,6,7,5,7,3,X,Red,Non-glutinous(non-waxy),Yes,X,9,9,7,2,9,25,,91-110 cm,1,,3,020,X,2,Very weak(all plants flat),Whitish,,Green,91,Yes,,1,000,0,X,5,,,Meghalaya,Moderately resistant,5,070,X,Susceptible,Intermediate (30-59 cm),Moderately susceptible,INDIA,,O. sativa,3,Landrace/Traditional cultivar,3,A,Shillong,73,Indica,,,,X
648,1912,IRRI,IRIS 313-10861,ARC 11276::IRGC 21278-1,IRGC 21278,21278.0,ARC 11276,,INDIA,India,IRGC 127134,ARC 11276::IRGC 21278-1,,,,Aus/boro,12/1/1972,ARC 11276,1.0,X,,020,X,Light green,010,010,Highly susceptible,Green,Dark green,Pubescent,Susceptible,X,Green,,Intermediate (3),1,2,68,5,,X,,98,98,West Garo Hills,INDIA,6,5,1,4,5,8,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,1,9,8,3,7,25,,111-130 cm,1,,1,020,X,3,Weak(most plants nearly flat),Whitish,,Green,90,Yes,,9,000,0,X,5,,,Meghalaya,Highly susceptible,X,010,X,Susceptible,Intermediate (30-59 cm),,INDIA,,O. sativa,3,,3,A,Tura,40,Indica,,,,X
649,1920,IRRI,IRIS 313-10869,ARC 11751::IRGC 21614-1,IRGC 21614,21614.0,ARC 11751,,INDIA,India,IRGC 127138,ARC 11751::IRGC 21614-1,,,,Aus/boro,12/1/1972,ARC 11751,1.0,X,609.6,020,X,Light green,010,010,Highly susceptible,Green,Dark green,Pubescent,Susceptible,X,Green,,Erect (1),1,2,77,1,,X,,107,107,Lohit,INDIA,5,1,X,4,5,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,5,9,8,2,7,27,,131-150 cm,1,,2,054,X,2,Weak(most plants nearly flat),Whitish,,Green,96,Yes,,1,000,0,X,5,,,Arunachal Pradesh,Highly susceptible,X,010,X,Susceptible,Intermediate (30-59 cm),Moderately resistant,INDIA,,O. sativa,3,,4,A,Tezu,59,Indica,,,,X
650,1923,IRRI,IRIS 313-10871,ARC 11777::IRGC 21639-1,IRGC 21639,21639.0,ARC 11777,,INDIA,India,IRGC 127139,ARC 11777::IRGC 21639-1,,,,Aus/boro,12/1/1972,ARC 11777,1.0,X,609.6,020,X,Light green,010,010,Highly susceptible,Purple lines,Green,Pubescent,Resistant,X,Green,,Intermediate (3),1,2,70,3,,X,,100,100,Lohit,INDIA,6,1,1,4,5,8,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,5,9,8,3,7,27,,111-130 cm,1,,2,042,X,2,Weak(most plants nearly flat),Whitish,,Green,96,Yes,,9,000,0,X,9,,,Arunachal Pradesh,Highly susceptible,X,010,X,Resistant,Intermediate (30-59 cm),,INDIA,,O. sativa,3,,4,A,Tezu,48,Indica,,,,X
651,1925,IRRI,IRIS 313-10873,ARC 11822::IRGC 21677-1,IRGC 21677,21677.0,ARC 11822,,INDIA,India,IRGC 127140,ARC 11822::IRGC 21677-1,,,,Aus/boro,12/1/1972,ARC 11822,1.0,X,609.6,020,X,Purple,080,080,Highly susceptible,Purple,Purple margin,Pubescent,Susceptible,X,Green,,Spreading (7),1,2,77,3,,X,,107,107,Lohit,INDIA,5,1,X,5,6,X,X,X,X,X,Red,Glutinous(waxy),Yes,X,1,9,8,2,7,27,,111-130 cm,1,,2,020,X,2,Weak(most plants nearly flat),Whitish,,Purple,96,Yes,,1,000,0,X,5,,,Arunachal Pradesh,Highly susceptible,X,070,X,Susceptible,Tall (>59 cm),Moderately resistant,INDIA,,O. sativa,3,,4,A,Tezu,60,Indica,,,,X
652,27,IRRI,IRIS 313-8554,ARC 11959::IRGC 21780-1-1,IRGC 21780,21780.0,ARC 11959,,INDIA,India,IRGC 121188,ARC 11959::IRGC 21780-1,,,,Aus/boro,12/1/1972,ARC 11959,1.0,X,609.6,020,X,Light green,010,010,Highly susceptible,Green,Green,Pubescent,Susceptible,X,Green,,Intermediate (3),1,2,70,5,,X,,100,100,Tirap,INDIA,2,1,1,5,4,8,3,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,5,9,9,3,7,27,,131-150 cm,1,,2,053,X,2,Weak(most plants nearly flat),Whitish,,Green,95,Yes,,1,000,0,X,9,,,Arunachal Pradesh,Highly susceptible,X,070,X,Susceptible,Intermediate (30-59 cm),,INDIA,,O. sativa,3,,3,A,Khonsa,52,Indica,,,,X
653,1927,IRRI,IRIS 313-10875,ARC 12021::IRGC 21837-1,IRGC 21837,21837.0,ARC 12021,,INDIA,India,IRGC 127141,ARC 12021::IRGC 21837-1,,,,Aus/boro,12/1/1972,ARC 12021,1.0,X,609.6,020,X,Purple,080,080,Susceptible,Purple lines,Dark green,Pubescent,Susceptible,X,Purple,,Erect (1),1,2,70,5,,X,,100,100,Tirap,INDIA,2,1,2,5,6,8,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,5,9,7,3,9,27,,111-130 cm,1,,2,054,X,2,Very weak(all plants flat),Purple,,Purple,95,Yes,,1,000,0,X,9,,,Arunachal Pradesh,Susceptible,X,070,X,Susceptible,Intermediate (30-59 cm),,INDIA,,O. sativa,3,,4,A,Khonsa,58,Indica,,,,X
654,1928,IRRI,IRIS 313-10876,ARC 12067::IRGC 21881-1,IRGC 21881,21881.0,ARC 12067,,INDIA,India,IRGC 127142,ARC 12067::IRGC 21881-1,,,,Aus/boro,12/1/1972,ARC 12067,1.0,X,609.6,020,X,Light green,080,010,Highly susceptible,Purple lines,Purple margin,Pubescent,Susceptible,X,Green,,Intermediate (3),1,2,77,5,,X,,107,107,Tirap,INDIA,1,1,X,6,6,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,5,9,8,2,7,27,,111-130 cm,1,,2,042,X,2,Weak(most plants nearly flat),Whitish,,Green,95,Yes,,1,000,0,X,5,,,Arunachal Pradesh,Highly susceptible,X,070,X,Susceptible,Intermediate (30-59 cm),,INDIA,,O. sativa,3,,4,A,Khonsa,40,Indica,,,,X
655,1929,IRRI,IRIS 313-10877,ARC 12079::IRGC 21888-1,IRGC 21888,21888.0,ARC 12079,,INDIA,India,IRGC 127143,ARC 12079::IRGC 21888-1,,,,Aus/boro,12/1/1972,ARC 12079,1.0,X,609.6,020,X,Light green,010,010,Highly susceptible,Green,Dark green,Pubescent,Susceptible,X,Green,,Erect (1),1,2,77,3,,X,,107,107,Tirap,INDIA,1,1,X,4,5,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,5,9,9,2,7,27,,131-150 cm,1,,2,020,X,3,Weak(most plants nearly flat),Whitish,,Green,95,Yes,,1,000,0,X,5,,,Arunachal Pradesh,Highly susceptible,X,010,X,Susceptible,Intermediate (30-59 cm),Moderately susceptible,INDIA,,O. sativa,5,,3,A,Khonsa,43,Indica,,,,X
656,1930,IRRI,IRIS 313-10878,ARC 12101::IRGC 21907-1,IRGC 21907,21907.0,ARC 12101,,INDIA,India,IRGC 127144,ARC 12101::IRGC 21907-1,,,,Aus/boro,12/1/1972,ARC 12101,1.0,X,609.6,020,X,Light green,010,010,Highly susceptible,Green,Dark green,Pubescent,Susceptible,X,Green,,Erect (1),1,2,74,3,,X,,104,104,Tirap,INDIA,3,1,X,5,5,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,5,9,9,2,7,27,,131-150 cm,1,,2,020,X,3,Weak(most plants nearly flat),Whitish,,Green,95,Yes,,1,000,0,X,5,,,Arunachal Pradesh,Highly susceptible,X,010,X,Susceptible,Intermediate (30-59 cm),Moderately susceptible,INDIA,,O. sativa,3,,4,A,Khonsa,59,Indica,,,,X
657,1931,IRRI,IRIS 313-10879,ARC 12124::IRGC 21929-1,IRGC 21929,21929.0,ARC 12124,,INDIA,India,IRGC 127145,ARC 12124::IRGC 21929-1,,,,Aus/boro,12/1/1972,ARC 12124,1.0,X,609.6,020,X,Light green,010,010,Highly susceptible,Green,Light green,Pubescent,Susceptible,X,Green,,Erect (1),1,2,77,5,,X,,107,107,West Kameng,INDIA,1,1,X,3,X,5,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,5,9,8,2,7,27,,111-130 cm,1,,2,042,X,2,Weak(most plants nearly flat),Whitish,,Green,92,Yes,,1,000,0,X,9,,,Arunachal Pradesh,Highly susceptible,X,010,X,Susceptible,Intermediate (30-59 cm),,INDIA,,O. sativa,3,,4,A,Bomdila,33,Indica,,,,X
658,1935,IRRI,IRIS 313-10882,ARC 12433::IRGC 22064-1,IRGC 22064,22064.0,ARC 12433,,INDIA,India,IRGC 127146,ARC 12433::IRGC 22064-1,,,,Aus/boro,12/1/1972,ARC 12433,1.0,X,,020,X,Light green,010,020,Susceptible,Green,Green,Pubescent,Resistant,9,Light green,,Intermediate (3),1,1,100,5,,X,,130,130,Mokokchung,INDIA,3,1,X,5,X,3,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,4,9,6,2,3,26,Horizontal(5),91-110 cm,5,,2,042,4,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Light gold,94,Yes,,5,000,0,1,7,,,Nagaland,Susceptible,X,010,2,Resistant,Intermediate (30-59 cm),,INDIA,,O. sativa,3,,4,A,,0,Indica,,,,X
659,1945,IRRI,IRIS 313-10891,ARC 12867::IRGC 22401-1,IRGC 22401,22401.0,ARC 12867,,INDIA,India,IRGC 127148,ARC 12867::IRGC 22401-1,,,,Aus/boro,12/1/1972,ARC 12867,1.0,X,,070,X,Purple,080,080,Susceptible,Purple,Purple margin,Pubescent,Resistant,X,Purple,,Spreading (7),1,2,81,5,,X,,111,111,Kohima,INDIA,7,3,X,3,4,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,5,9,7,2,7,25,,131-150 cm,1,,2,053,X,2,Weak(most plants nearly flat),Purple,,Purple,94,Yes,,7,080,1,X,9,,,Nagaland,Susceptible,X,070,X,Resistant,Intermediate (30-59 cm),Moderately susceptible,INDIA,,O. sativa,3,,4,A,,61,Indica,,,,X
660,1946,IRRI,IRIS 313-10892,ARC 12920::IRGC 22450-1,IRGC 22450,22450.0,ARC 12920,,INDIA,India,IRGC 127149,ARC 12920::IRGC 22450-1,,,,Aus/boro,12/1/1972,ARC 12920,1.0,X,,040,X,Light green,080,070,Susceptible,Purple lines,Light green,Pubescent,Moderately resistant,9,Green,,Intermediate (3),1,1,70,3,,X,,100,100,Kohima,INDIA,9,X,X,2,4,9,X,X,X,X,Red,Glutinous(waxy),Yes,X,5,9,7,2,7,25,,111-130 cm,1,,2,042,X,2,Weak(most plants nearly flat),Whitish,,Light gold,94,Yes,,7,000,0,X,5,,,Nagaland,Susceptible,X,070,X,Moderately resistant,Intermediate (30-59 cm),,INDIA,,O. sativa,3,,3,A,,43,Indica,,,,X
661,1948,IRRI,IRIS 313-10894,ARC 13204::IRGC 22558-1,IRGC 22558,22558.0,ARC 13204,,INDIA,India,IRGC 127150,ARC 13204::IRGC 22558-1,,,,Aus/boro,12/1/1972,ARC 13204,1.0,X,,020,X,Light green,010,010,Susceptible,Green,Green,Pubescent,Resistant,X,Green,,Erect (1),1,2,81,3,,X,,111,111,Tuensang,INDIA,9,1,X,7,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,9,X,9,3,7,26,,>150 cm,1,,2,054,X,2,Weak(most plants nearly flat),Whitish,,Green,94,Yes,,1,000,0,X,5,,,Nagaland,Susceptible,X,010,X,Resistant,Intermediate (30-59 cm),,INDIA,,O. sativa,3,,5,A,,79,Indica,,,,X
662,1969,IRRI,IRIS 313-10896,ARC 13276::IRGC 22622-1,IRGC 22622,22622.0,ARC 13276,,INDIA,India,IRGC 127946,ARC 13276::IRGC 22622-2,,,,Aus/boro,12/1/1972,ARC 13276,1.0,X,,080,X,Light green,010,080,Susceptible,Purple lines,Dark green,Pubescent,Resistant,X,Green,,Intermediate (3),1,2,81,7,,X,,111,111,Tuensang,INDIA,7,1,X,4,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,5,X,8,2,7,26,,111-130 cm,1,,2,053,X,2,Weak(most plants nearly flat),Whitish,,Green,94,Yes,,1,000,0,X,5,,,Nagaland,Susceptible,X,070,X,Resistant,Intermediate (30-59 cm),Moderately susceptible,INDIA,,O. sativa,3,,4,A,,95,Indica,,,,X
663,2336,IRRI,IRIS 313-11298,ARC 13544::IRGC 42743-1,IRGC 42743,42743.0,ARC 13544,,INDIA,India,IRGC 127152,ARC 13544::IRGC 42743-1,,,,Aus/boro,4/19/1977,ARC 13544,1.0,X,,080,X,Purple,080,080,Susceptible,Purple,Purple blotch,Pubescent,Moderately resistant,X,Purple,,Intermediate (3),1,2,83,5,,X,,113,113,Lohit,INDIA,3,X,X,4,X,9,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,7,3,1,27,Drooping(7),131-150 cm,3,,2,090,4,2,Strong(no lodging),Purple lines,2-Cleft,Purple,96,Yes,,1,000,0,3,5,,,Arunachal Pradesh,Susceptible,8,070,2,Moderately resistant,Intermediate (30-59 cm),Moderately susceptible,INDIA,,O. sativa,3,,3,A,Tezu,100,Indica,,,,X
664,2309,IRRI,IRIS 313-11265,ARC 14150::IRGC 41435-1,IRGC 41435,41435.0,ARC 14150,,INDIA,India,,ARC 14150::IRGC 41435-2,,,,Aus/boro,4/29/1977,ARC 14150,1.0,X,,020,X,Light green,080,087,Susceptible,Green,Green,Pubescent,Resistant,X,Light green,,Intermediate (3),1,1,83,5,,X,,113,113,Lakhimpur,INDIA,1,5,7,6,X,5,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,7,3,3,27,Erect(2),111-130 cm,2,,2,052,2,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Purple lines,94,Yes,,1,000,0,1,3,,,Assam,Susceptible,7,070,2,Resistant,Intermediate (30-59 cm),Moderately susceptible,INDIA,,O. sativa,3,,3,A,North Lakhimpur,100,Indica,,,,X
665,2374,IRRI,IRIS 313-11272,ARC 14756::IRGC 41736-1,IRGC 41736,41736.0,ARC 14756,,INDIA,India,IRGC 127153,ARC 14756::IRGC 41736-1,,,,Aus/boro,4/29/1977,ARC 14756,1.0,X,,020,X,Light green,010,020,Susceptible,Green,Green,Pubescent,Resistant,X,Light green,,Intermediate (3),1,1,86,5,,X,,116,116,North Tripura,INDIA,3,1,X,6,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,8,3,3,24,Intermediate(4),91-110 cm,1,,2,020,2,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Green,92,Yes,,7,000,0,1,7,,,Tripura,Susceptible,8,070,2,Resistant,Intermediate (30-59 cm),Moderately susceptible,INDIA,,O. sativa,1,,4,A,Dharmanagar,100,Indica,,,,X
666,2396,IRRI,IRIS 313-11274,ARC 14901::IRGC 41811-1,IRGC 41811,41811.0,ARC 14901,,INDIA,India,IRGC 127155,ARC 14901::IRGC 41811-1,,,,Aus/boro,4/29/1977,ARC 14901,1.0,X,,020,X,Light green,010,080,Susceptible,Purple lines,Green,Pubescent,Moderately resistant,X,Green,,Intermediate (3),1,2,83,3,,X,,113,113,South Tripura,INDIA,1,3,6,5,6,8,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,7,2,5,23,Intermediate(3),91-110 cm,3,,2,054,4,2,Intermediate(most plants moderately lodged),Whitish,2-Cleft,Green,91,Yes,,3,000,0,1,5,,,Tripura,Susceptible,4,070,2,Moderately resistant,Intermediate (30-59 cm),,INDIA,,O. sativa,3,,3,A,,88,Indica,,,Udaipur,X
667,2313,IRRI,IRIS 313-11277,ARC 15129::IRGC 41938-1,IRGC 41938,41938.0,ARC 15129,,INDIA,India,IRGC 127157,ARC 15129::IRGC 41938-1,,,,Aus/boro,4/29/1977,ARC 15129,1.0,X,,020,X,Light green,010,020,Susceptible,Green,Dark green,Pubescent,Resistant,X,Light green,,Intermediate (3),1,1,100,3,,X,,130,130,,INDIA,7,5,6,5,X,7,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,8,3,3,24,Drooping(9),111-130 cm,1,,2,054,3,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Green,93,Yes,,1,020,9,3,9,,,Manipur,Susceptible,5,070,2,Resistant,Intermediate (30-59 cm),,INDIA,,O. sativa,3,,3,A,Imphal,88,Indica,,,,X
668,1896,IRRI,IRIS 313-10845,ARC 5756::IRGC 20220-1,IRGC 20220,20220.0,ARC 5756,,INDIA,India,,ARC 5756::IRGC 20220-2,,,,Aus/boro,12/1/1972,ARC 5756,1.0,X,,020,X,Light green,010,080,Resistant,Green,Light green,Pubescent,Susceptible,X,Green,,Intermediate (3),1,1,118,5,Deepwater,X,,148,148,Karbi Anglong,INDIA,1,X,3,X,6,9,3,6,5,7,Red,Non-glutinous(non-waxy),Yes,X,1,9,8,3,9,25,,131-150 cm,1,,3,054,X,2,Very weak(all plants flat),Whitish,,Green,93,Yes,,7,020,1,X,9,,,Assam,Resistant,X,070,X,Susceptible,Intermediate (30-59 cm),Moderately susceptible,INDIA,,O. sativa,3,,3,A,Diphu,80,Indica,,,,X
669,1899,IRRI,IRIS 313-10849,ARC 7001::IRGC 20436-1,IRGC 20436,20436.0,ARC 7001,,INDIA,India,IRGC 127166,ARC 7001::IRGC 20436-1,,,,Aus/boro,12/1/1972,ARC 7001,1.0,X,,020,X,Light green,010,010,Moderately resistant,Purple lines,Green,Pubescent,Susceptible,X,Green,,Intermediate (3),1,2,70,1,,X,,100,100,West Garo Hills,INDIA,3,1,1,5,5,7,4,5,4,X,Red,Non-glutinous(non-waxy),Yes,X,5,9,8,3,9,25,,111-130 cm,1,,2,053,X,2,Very weak(all plants flat),Whitish,,Green,90,Yes,,1,000,0,X,9,,,Meghalaya,Moderately resistant,X,070,X,Susceptible,Intermediate (30-59 cm),Moderately susceptible,INDIA,,O. sativa,5,,3,A,Tura,100,Indica,,,,X
670,1903,IRRI,IRIS 313-10852,ARC 7336::IRGC 20606-1,IRGC 20606,20606.0,ARC 7336,,INDIA,India,IRGC 127169,ARC 7336::IRGC 20606-1,,,,Aus/boro,12/1/1972,ARC 7336,1.0,X,,020,X,Light green,010,010,Moderately resistant,Green,Green,Pubescent,Susceptible,X,Green,,Intermediate (3),2,2,62,1,,X,,92,92,West Garo Hills,INDIA,5,1,1,3,5,7,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,1,9,7,3,9,25,,111-130 cm,1,,2,020,X,2,Very weak(all plants flat),Whitish,,Green,90,Yes,,1,000,0,X,5,,,Meghalaya,Moderately resistant,X,070,X,Susceptible,Intermediate (30-59 cm),Moderately susceptible,INDIA,,O. sativa,3,,3,A,Tura,100,Japonica,,,,X
671,2328,IRRI,IRIS 313-11291,ARC 7425::IRGC 42538-1,IRGC 42538,42538.0,ARC 7425,,INDIA,India,IRGC 127170,ARC 7425::IRGC 42538-1,,,,Aus/boro,4/19/1977,ARC 7425,1.0,5,,020,X,Light green,010,080,Susceptible,Purple lines,Green,Pubescent,Susceptible,X,Light green,,Intermediate (3),1,2,80,3,,X,,110,110,West Garo Hills,INDIA,5,X,X,5,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,6,2,5,25,Intermediate(3),111-130 cm,2,,2,020,4,2,Intermediate(most plants moderately lodged),Whitish,2-Cleft,Green,90,Yes,,1,000,0,1,6,,,Meghalaya,Susceptible,6,010,2,Susceptible,Intermediate (30-59 cm),Moderately susceptible,INDIA,,O. sativa,3,,3,A,Tura,95,Indica,,,,X
672,2389,IRRI,IRIS 313-11348,AUS PADDY (RED)::IRGC 44978-1,IRGC 44978,44978.0,AUS PADDY(RED),,INDIA,India,IRGC 127192,AUS PADDY (RED)::IRGC 44978-1,,,,Aus/boro,3/21/1977,CODE NO. ZD-21,1.0,X,,020,X,Light green,010,020,Susceptible,Green,Dark green,Pubescent,,X,Light green,,Intermediate (3),1,1,80,5,,X,,110,110,,INDIA,1,1,X,3,X,X,4,5,1,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,9,3,1,21,Intermediate(3),91-110 cm,3,,2,054,2,2,Strong(no lodging),Whitish,2-Cleft,Green,82,Yes,,7,000,0,1,5,,,,Susceptible,X,070,2,,Tall (>59 cm),Moderately susceptible,INDIA,,O. sativa,3,,3,A,,100,Indica,,AUS PADDY(RED),,X
673,2214,IRRI,IRIS 313-11164,BAK TULSI::IRGC 34831-1,IRGC 34831,34831.0,BAK TULSI,,INDIA,India,IRGC 127205,BAK TULSI::IRGC 34831-1,,,,Aus/boro,7/23/1976,CN ACC. 10012,1.0,X,,020,X,Purple,080,080,Susceptible,Purple,Dark green,Pubescent,,X,Purple,,Intermediate (3),1,2,78,5,,X,,108,108,Nadia,INDIA,X,X,X,X,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,10,3,3,23,Drooping(7),91-110 cm,3,,2,020,2,2,Moderately strong(most plants leaning),Purple lines,2-Cleft,Purple lines,88,Yes,,1,000,0,1,9,,,West Bengal,Susceptible,X,070,2,,Intermediate (30-59 cm),,INDIA,,O. sativa,1,,3,A,,95,Indica,,BAK TULSI,,X
674,2215,IRRI,IRIS 313-11165,BENA JHUPI::IRGC 34850-1,IRGC 34850,34850.0,BENA JHUPI,,INDIA,India,IRGC 127993,BENA JHUPI::IRGC 34850-2,,,,Aus/boro,7/23/1976,CN ACC. 20058,1.0,X,,020,X,Light green,010,020,Susceptible,Green,Green,Pubescent,,X,Light green,,Intermediate (3),1,1,83,3,,X,,113,113,Nadia,INDIA,X,X,X,X,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,8,3,3,23,Intermediate(3),91-110 cm,1,,2,020,4,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Green,88,Yes,,3,000,0,1,5,,,West Bengal,Susceptible,X,070,2,,Intermediate (30-59 cm),,INDIA,,O. sativa,3,,3,A,,95,Indica,,BENA JHUPI,,X
675,2216,IRRI,IRIS 313-11166,BHUT MURI::IRGC 34861-1,IRGC 34861,34861.0,BHUT MURI,,INDIA,India,IRGC 127224,BHUT MURI::IRGC 34861-1,,,,Aus/boro,7/23/1976,CN ACC. 10023,1.0,X,,X,X,Purple,080,080,Resistant,Purple lines,Dark green,Pubescent,,X,Purple,,Intermediate (3),1,1,67,5,,X,,97,97,,INDIA,X,X,X,X,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,5,X,8,3,9,22,,91-110 cm,1,,2,100,X,2,Very weak(all plants flat),Purple,,Green,87,Yes,,1,000,0,X,5,,,West Bengal,Resistant,X,070,X,,Intermediate (30-59 cm),,INDIA,,O. sativa,3,,3,A,,72,Indica,,BHUT MURI,,X
676,1309,IRRI,IRIS 313-11917,BUTNAPAR::IRGC 74734-1,IRGC 74734,74734.0,BUTNAPAR,,INDIA,India,IRGC 127241,BUTNAPAR::IRGC 74734-1,,,,Aus/boro,1/21/1986,,,X,,070,X,Light green,010,071,,Green,Green,Pubescent,,X,Light green,196,Erect (1),1,2,83,1,Upland,X,,113,113,Satna,INDIA,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,4,9,6,3,3,23,Intermediate(4),91-110 cm,9,,2,020,4,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Light gold,80,Yes,Green,5,070,1,1,9,,,Madhya Pradesh,,X,010,2,,Intermediate (30-59 cm),,INDIA,,O. sativa,3,,3,A,Amarpatan,100,Indica,,BUTNAPAR,Mao,X
677,2394,IRRI,IRIS 313-11353,CHILE BORO::IRGC 45297-1,IRGC 45297,45297.0,CHILE BORO,,INDIA,India,IRGC 128013,CHILE BORO::IRGC 45297-2,,,,Aus/boro,3/21/1977,CODE NO. NC321,1.0,X,,020,X,Light green,010,080,Resistant,Green,Green,Pubescent,Moderately resistant,X,Light green,,Intermediate (3),1,1,106,3,,X,,136,136,,INDIA,1,3,X,6,7,X,5,7,3,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,8,2,5,21,Intermediate(4),111-130 cm,5,,2,054,2,1,Intermediate(most plants moderately lodged),Whitish,2-Cleft,Green,82,Yes,,3,000,0,1,3,,,,Resistant,X,070,2,Moderately resistant,Intermediate (30-59 cm),,INDIA,,O. sativa,1,,3,A,,53,Indica,,CHILE BORO,,X
678,1644,IRRI,IRIS 313-10534,D 204-1::IRGC 6445-1,IRGC 6445,6445.0,D 204-1,,INDIA,India,IRGC 127290,D 204-1::IRGC 6445-1,,,,Aus/boro,6/4/1963,FAO GS 375,1.0,X,,X,X,Light green,080,010,Resistant,Green,Green,Pubescent,Susceptible,X,Green,,Erect (1),1,1,70,5,,X,,100,100,,INDIA,3,7,X,5,X,6,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,9,X,8,3,9,21,,91-110 cm,9,,2,054,X,1,Very weak(all plants flat),Whitish,,Green,82,Yes,,1,000,0,X,5,,,,Resistant,X,070,X,Susceptible,Short (,,INDIA,,O. sativa,3,Breeding and inbred line,3,A,,100,Indica,,D 204-1,,X
679,34,IRRI,IRIS 313-9610,DANGAR::IRGC 76296-1-1,IRGC 76296,76296.0,DANGAR,,INDIA,India,IRGC 120927,DANGAR::IRGC 76296-1,,,,Aus/boro,6/3/1985,,,X,350.0,020,020,Light green,010,020,,Green,Green,Pubescent,,X,Light green,DS20,Intermediate (3),1,1,92,3,Irrigated,X,,122,122,,FRANCE,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,9,2,3,23,Erect(1),91-110 cm,5,,3,042,4,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Light gold,73,Yes,Green,3,020,1,5,9,,,Gujarat,,X,010,2,,Intermediate (30-59 cm),,INDIA,,O. sativa,3,Landrace/Traditional cultivar,3,A,Ahmedabad,100,Indica,,DANGAR,Idar,X
